Projectnummer;LAM MK;Building FID;Opdrachtnummer Extern;Status Omschrijving;Blok;Cluster NR;Straat;Huisnummer;Huisnummer Toevoeging;Wall Mount;SS Reason;Height Cable;Number Floors;Building comment;Quadrant;Kamer;Seq;Plaats;BUILDING KEY;Buildingtype;NR BU;NR LU;NR SU;UNITS TOTAL;Status;SSV Completed;xPos;yPos;SSV Date;TSA NEEDED;TSA SENT;TSA SIGNED;Surveyor;Opdrachttemplate;SYNDIC NAME;SYNDIC ADDRESS;SYNDIC ZIPCODE;SYNDIC CITY;SYNDIC PHONE;SYNDIC DATE;SYNDIC EMAIL;SYNDIC INTERNAL REF;BG Name;SSV COMPLETED DATE
ANTWERPEN-WEST - FH11;1028407;33498395;;Site Survey;BL1119;;Jan van Gentstraat;11;;N;ORN;4;6;_;;;;Antwerpen;1028407;MDU;1;0;0;1;Site Survey;;151326;210633;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Jan van gentstraat 5-7-9-11;6/05/2020
ANTWERPEN-WEST - FH11;NB-2000113cd986;;;Site Survey;;;Luikstraat;11;;N;GLASS;;3;_;;;;Antwerpen;NB-2000113cd986;MDU;0;6;1;7;Site Survey;;151412;211187;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2050228;673625;;Site Survey;BL1103;;Schalienstraat;3;;N;IRREG;4;6;_;;;;Antwerpen;2050228;MDU;6;0;3;9;Site Survey;;151217;210950;;;;;Maayken Vanfleteren;BUILDING template;Reslea;;;;495577667;15/05/2020;Philippe.Saen@reslea.be;;BG Gerlachekaai 20_Schalienstraat 1-3_Verviersstraat 2-4;15/05/2020
ANTWERPEN-WEST - FH11;970892;725744;;Site Survey;BL1111;;Timmerwerfstraat;1;;N;IRREG;4;5;_;;;;Antwerpen;970892;MDU;1;4;1;6;Site Survey;;151563;211442;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1082715;33498399;;Site Survey;BL1119;;Jan van Gentstraat;19;;Y;NA;4;2;;;;;Antwerpen;1082715;SDU;0;1;0;1;Site Survey;;151331;210633;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;NB-200010b92961;;;Site Survey;;;Verlatstraat;10;;N;IRREG;;6;_;;;;Antwerpen;NB-200010b92961;MDU;0;27;1;28;Site Survey;;151662;211142;14/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2050230;673626;;Site Survey;BL1102;;Schalienstraat;6;;Y;NA;6;7;_;;;;Antwerpen;2050230;MDU;1;4;1;6;Site Survey;;151154;210913;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970895;725745;;Site Survey;BL1109;;Wapenstraat;1;;N;HEIGHT;4;4;_;;;;Antwerpen;970895;MDU;1;0;0;1;Site Survey;;151440;211258;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Cockerillkaai 23-24_Wapenstraat 1;
ANTWERPEN-WEST - FH11;1101708;33498472;;Site Survey;BL1118;;Pacificatiestraat;3;;Y;NA;3;4;_;;;;Antwerpen;1101708;MDU;1;4;1;6;Site Survey;;151300;210715;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;NB-20009209e823;;;Site Survey;;;Vlaamsekaai;92;;Y;NA;5;5;Review Required;;;;Antwerpen;NB-20009209e823;MDU;1;4;1;6;Site Survey;;151247;210689;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2050231;673627;;Site Survey;BL1102;;Schalienstraat;8;;Y;NA;3;5;Review Required;;;;Antwerpen;2050231;MDU;1;4;1;6;Site Survey;;151159;210914;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970898;725746;;Site Survey;BL1110;;Leuvenstraat;1;;N;IRREG;4;6;_;;;;Antwerpen;970898;MDU;4;0;0;4;Site Survey;;151514;211379;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leuvenstraat 1-3-5-7-9;6/05/2020
ANTWERPEN-WEST - FH11;1101821;33498727;;Site Survey;BL1111;;Waalsekaai;4;;N;IRREG;4;6;_;;;;Antwerpen;1101821;MDU;1;0;0;1;Site Survey;;151636;211401;;;;;Geert Stockman;BUILDING template;;;;;;;;;Waalsekaai 2-3-4-5;11/05/2020
ANTWERPEN-WEST - FH11;2050232;673628;;Site Survey;BL1102;;Schalienstraat;10;;Y;NA;5;5;_;;;;Antwerpen;2050232;MDU;1;4;0;5;Site Survey;;151166;210912;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970903;14151263;;Site Survey;BL1111;;Scheldestraat;36;;Y;NA;3;4;_;;;;Antwerpen;970903;MDU;1;3;0;4;Site Survey;;151652;211414;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1288309;33498390;;Site Survey;BL1107;;IJzerenpoortkaai;2;;Y;NA;3;6;_;;;;Antwerpen;1288309;MDU;0;9;1;10;Site Survey;;151371;211160;;;;;Geert Stockman;BUILDING template;;;;;;;;;;3/05/2020
ANTWERPEN-WEST - FH11;2050233;673629;;Site Survey;BL1102;;Schalienstraat;12;;Y;NA;4;4;;;;;Antwerpen;2050233;MDU;0;5;0;5;Site Survey;;151175;210916;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;970904;725750;;Site Survey;BL1111;;Scheldestraat;34;;N;ORN;4;4;_;;;;Antwerpen;970904;MDU;1;3;0;4;Site Survey;;151645;211418;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1333345;33498722;;Site Survey;BL1113;;Vorstermanstraat;14;;Y;NA;3;5;_;;;;Antwerpen;1333345;MDU;3;8;1;12;Site Survey;;151730;211179;;;;;Maayken Vanfleteren;BUILDING template;Fidimco;;;;32312617;12/05/2020;;;;12/05/2020
ANTWERPEN-WEST - FH11;2050234;14151230;;Site Survey;BL1102;;Schalienstraat;16;;Y;NA;5;5;_;;;;Antwerpen;2050234;MDU;0;5;1;6;Site Survey;;151185;210915;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970911;725755;;Site Survey;BL1109;;Cockerillkaai;23;;N;IRREG;4;4;;;;;Antwerpen;970911;MDU;0;3;0;3;Site Survey;;151434;211263;;;;;;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1513866;33498690;;Site Survey;BL1118;;Vlaamsekaai;67;;Y;NA;3;5;_;;;;Antwerpen;1513866;SDU;1;0;0;1;Site Survey;;151377;210856;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2050235;14151231;;Site Survey;BL1102;;Schalienstraat;18;;Y;NA;5;5;_;;;;Antwerpen;2050235;MDU;0;5;1;6;Site Survey;;151191;210917;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970912;725756;;Site Survey;BL1109;;Cockerillkaai;22;;N;IRREG;0;5;Afbraak -  Démolition;X;;;Antwerpen;970912;MDU;0;3;0;3;Site Survey;Y;151442;211269;18/03/2020;N;;;Steffen Verhofsté;BUILDING template;Onbekend;;;;;18/03/2020;;;;
ANTWERPEN-WEST - FH11;1785489;33498367;;Site Survey;BL1116;;De Burburestraat;4;A;Y;NA;3;3;_;;;;Antwerpen;1785489;MDU;2;0;0;2;Site Survey;;151559;211040;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2050237;673631;;Site Survey;BL1102;;Schalienstraat;24;;Y;NA;5;7;_;;;;Antwerpen;2050237;MDU;0;9;1;10;Site Survey;;151209;210918;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;4/05/2020
ANTWERPEN-WEST - FH11;970913;725757;;Site Survey;BL1109;;Cockerillkaai;18;;N;IRREG;0;7;;XA;;;Antwerpen;970913;MDU;6;4;0;10;Site Survey;Y;151457;211290;18/03/2020 9:00;Y;;;Steffen Verhofsté;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1785490;33498373;;Site Survey;BL1115;;De Burburestraat;5;;Y;NA;4;2;_;;;;Antwerpen;1785490;MDU;2;0;0;2;Site Survey;;151567;211078;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;2050501;673829;;Site Survey;BL1111;;Scheldestraat;12;;Y;NA;3;6;Review Required;;;;Antwerpen;2050501;MDU;0;11;1;12;Site Survey;;151599;211450;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970915;14151264;;Site Survey;BL1110;;Cockerillkaai;7;;Y;NA;3;5;_;;;;Antwerpen;970915;MDU;0;8;0;8;Site Survey;;151541;211422;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1785550;33498377;;Site Survey;BL1116;;De Burburestraat;8;;Y;NA;3;6;_;;;;Antwerpen;1785550;MDU;6;0;1;7;Site Survey;;151570;211019;;;;;Geert Stockman;BUILDING template;;;;;;;;;;2/05/2020
ANTWERPEN-WEST - FH11;2050503;673831;;Site Survey;BL1111;;Scheldestraat;14;;Y;NA;3;6;Review Required;;;;Antwerpen;2050503;MDU;0;10;1;11;Site Survey;;151611;211441;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970917;725759;;Site Survey;BL1111;;Cockerillkaai;5;;Y;NA;4;4;;;;;Antwerpen;970917;MDU;0;4;0;4;Site Survey;;151562;211448;;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1800171;33498353;;Site Survey;BL1109;;Cockerillkaai;17;;Y;NA;4;2;;;;;Antwerpen;1800171;SDU;0;1;0;1;Site Survey;;151466;211309;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2050506;673833;;Site Survey;BL1111;;Scheldestraat;22;;Y;NA;3;4;_;;;;Antwerpen;2050506;MDU;0;3;0;3;Site Survey;;151619;211433;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970918;725760;;Site Survey;BL1111;;Cockerillkaai;4;;N;ORN;4;4;_;;;;Antwerpen;970918;MDU;0;3;0;3;Site Survey;;151566;211453;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1800206;33498362;;Site Survey;BL1108;;Cockerillkaai;28;;N;GLASS;4;6;_;;;;Antwerpen;1800206;MDU;1;0;0;1;Site Survey;;151406;211220;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Cockerillkaai 26-27-28-31_Luikstraat 1-3_Wapenstraat 6;15/05/2020
ANTWERPEN-WEST - FH11;2050509;673835;;Site Survey;BL1111;;Scheldestraat;26;;Y;NA;3;5;_;;;;Antwerpen;2050509;MDU;1;4;0;5;Site Survey;;151624;211428;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970919;725761;;Site Survey;BL1111;;Cockerillkaai;1;;N;IRREG;4;7;_;;;;Antwerpen;970919;MDU;0;6;1;7;Site Survey;;151576;211469;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1800209;33498364;;Site Survey;BL1108;;Cockerillkaai;30;;Y;NA;4;2;;;;;Antwerpen;1800209;SDU;0;1;0;1;Site Survey;;151411;211220;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Cockerillkaai 26-27-28-29-30-31;
ANTWERPEN-WEST - FH11;2050510;673836;;Site Survey;BL1111;;Scheldestraat;28;;Y;NA;3;4;_;;;;Antwerpen;2050510;MDU;1;1;0;2;Site Survey;;151629;211424;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970927;725766;;Site Survey;BL1110;;Waalsekaai;23;;Y;NA;3;4;_;;;;Antwerpen;970927;MDU;0;2;0;2;Site Survey;;151522;211246;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1800223;33498961;;Site Survey;BL1108;;Cockerillkaai;33;;N;IRREG;4;2;_;;;;Antwerpen;1800223;MDU;0;5;1;6;Site Survey;;151411;211220;;;;;Geert Stockman;BUILDING template;;;;;;;;;Luikstraat 2_Cockerillkaai 32-33-34-35;3/05/2020
ANTWERPEN-WEST - FH11;2050512;673837;;Site Survey;BL1111;;Scheldestraat;30;;Y;NA;3;4;_;;;;Antwerpen;2050512;SDU;0;1;0;1;Site Survey;;151634;211421;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970929;725767;;Site Survey;BL1111;;Waalsekaai;11;;Y;NA;3;4;_;;;;Antwerpen;970929;SDU;0;1;0;1;Site Survey;;151593;211342;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;1800254;33498949;;Site Survey;BL1108;;Cockerillkaai;35;;N;IRREG;4;2;_;;;;Antwerpen;1800254;MDU;0;5;1;6;Site Survey;;151411;211220;;;;;Geert Stockman;BUILDING template;;;;;;;;;Luikstraat 2_Cockerillkaai 32-33-34-35;3/05/2020
ANTWERPEN-WEST - FH11;NB-200045d1f63;;;Site Survey;;;Vorstermanstraat;4;;N;ORN;;5;_;;;;Antwerpen;NB-200045d1f63;MDU;1;6;1;8;Site Survey;;151681; 211229;12/05/2020;;;;Maayken Vanfleteren;BUILDING template;03 beheer;;;;;12/05/2020;;;;
ANTWERPEN-WEST - FH11;2050514;673839;;Site Survey;BL1111;;Scheldestraat;32;;Y;NA;3;4;_;;;;Antwerpen;2050514;MDU;1;1;0;2;Site Survey;;151638;211418;;;;;Geert Stockman;BUILDING template;;;;;;;;;;11/05/2020
ANTWERPEN-WEST - FH11;970930;725768;;Site Survey;BL1111;;Waalsekaai;2;;N;IRREG;4;6;_;;;;Antwerpen;970930;MDU;1;0;0;1;Site Survey;;151644;211406;;;;;Geert Stockman;BUILDING template;;;;;;;;;Waalsekaai 2-3-4-5;11/05/2020
ANTWERPEN-WEST - FH11;1857189;33498389;;Site Survey;BL1113;;Graaf van Egmontstraat;42;A;Y;NA;4;4;_;;;;Antwerpen;1857189;MDU;0;1;0;1;Site Survey;;151761;211171;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2055993;14151232;;Site Survey;BL1101;;Van der Sweepstraat;5;;N;IRREG;4;14;_;;;;Antwerpen;2055993;MDU;0;82;4;86;Site Survey;;151155;210828;;;;;Maayken Vanfleteren;BUILDING template;Uw Beheer;;;;36663540;15/05/2020;;DeGerlache;Van Der Sweepstraat 3-5-7;
ANTWERPEN-WEST - FH11;971174;725793;;Site Survey;BL1110;;Timmerwerfstraat;38;;N;MON;4;3;_;;;;Antwerpen;971174;SDU;0;1;0;1;Site Survey;;151561;211347;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;1892268;33498396;;Site Survey;BL1119;;Jan van Gentstraat;13;;Y;NA;4;2;;;;;Antwerpen;1892268;SDU;0;1;0;1;Site Survey;;151331;210633;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2056917;14151233;;Site Survey;BL1110;;Timmerwerfstraat;8;;Y;NA;3;5;_;;;;Antwerpen;2056917;MDU;1;0;0;1;Site Survey;;151533;211388;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;Jalo;6/05/2020
ANTWERPEN-WEST - FH11;971237;14151265;;Site Survey;BL1109;;Leuvenstraat;16;;Y;NA;4;2;;;;;Antwerpen;971237;SDU;1;0;0;1;Site Survey;;151470;211271;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;1892329;33498406;;Site Survey;BL1119;;Jan van Gentstraat;31;;Y;NA;4;6;_;;;;Antwerpen;1892329;SDU;1;0;0;1;Site Survey;;151349;210596;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;6/05/2020
ANTWERPEN-WEST - FH11;NB-200014A5e80;;;Site Survey;;;De Burburestraat;14;A;Y;NA;3;4;_;;;;Antwerpen;NB-200014A5e80;SDU;1;0;0;1;Site Survey;;151602;211007;2/05/2020;;;;Geert Stockman;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2056918;679498;;Site Survey;BL1110;;Timmerwerfstraat;10;;Y;NA;3;5;_;;;;Antwerpen;2056918;MDU;0;8;0;8;Site Survey;;151517;211384;;;;;Hidde Kiekens;BUILDING template;Jalo;;;;;6/05/2020;;;;6/05/2020
ANTWERPEN-WEST - FH11;971791;725884;;Site Survey;BL1113;;Verlatstraat;1;;Y;NA;4;4;_;;;;Antwerpen;971791;MDU;1;7;1;9;Site Survey;;151648;211193;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;1893516;33498379;;Site Survey;BL1105;;De Gerlachekaai;7;;N;IRREG;4;5;_;;;;Antwerpen;1893516;MDU;0;8;1;9;Site Survey;;151311;211090;;;;;Geert Stockman;BUILDING template;De ideale woning;;;;;13/05/2020;;;De Gerlachekaai 6-7-8;13/05/2020
ANTWERPEN-WEST - FH11;2060102;682367;;Site Survey;BL1113;;Verlatstraat;3;;Y;NA;4;4;_;;;;Antwerpen;2060102;MDU;1;3;0;4;Site Survey;;151652;211189;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971792;725885;;Site Survey;BL1113;;Verlatstraat;41;;Y;NA;4;4;_;;;;Antwerpen;971792;MDU;1;3;0;4;Site Survey;;151753;211112;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Verlatstraat 41_Leopold De Waelplaats 2_Graaf Van Egmontstraat 60;12/05/2020
ANTWERPEN-WEST - FH11;1893608;33498380;;Site Survey;BL1104;;De Gerlachekaai;17;;Y;NA;4;2;;;;;Antwerpen;1893608;SDU;0;1;0;1;Site Survey;;151260;211039;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060104;682368;;Site Survey;BL1113;;Verlatstraat;5;;Y;NA;4;3;Onder constructie;;;;Antwerpen;2060104;SDU;0;1;0;1;Site Survey;;151655;211187;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971793;725886;;Site Survey;BL1113;;Verlatstraat;21;;Y;NA;4;4;_;;;;Antwerpen;971793;MDU;0;64;0;64;Site Survey;;151709;211148;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;1899010;33498381;;Site Survey;BL1118;;Gijzelaarsstraat;18;;Y;NA;3;4;_;;;;Antwerpen;1899010;MDU;0;3;0;3;Site Survey;;151383;210827;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060105;682369;;Site Survey;BL1113;;Verlatstraat;11;;N;HEIGHT;4;5;Onder constructie;;;;Antwerpen;2060105;MDU;1;1;1;3;Site Survey;;151677;211173;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Verlatstraat 11-13;12/05/2020
ANTWERPEN-WEST - FH11;971794;725887;;Site Survey;BL1113;;Verlatstraat;27;;Y;NA;5;3;_;;;;Antwerpen;971794;SDU;1;0;0;1;Site Survey;;151722;211139;;;;;Maayken Vanfleteren;BUILDING template;Triple AAA;;;;;12/05/2020;;;;12/05/2020
ANTWERPEN-WEST - FH11;1899049;33498383;;Site Survey;BL1118;;Gijzelaarsstraat;22;;Y;NA;3;5;_;;;;Antwerpen;1899049;MDU;4;0;0;4;Site Survey;;151379;210815;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;NB-200044c8352;;;Site Survey;;;Verviersstraat;4;;N;IRREG;;7;_;;;;Antwerpen;NB-200044c8352;MDU;1;0;0;1;Site Survey;;151277;210987;4/05/2020;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;
ANTWERPEN-WEST - FH11;2060106;682370;;Site Survey;BL1113;;Verlatstraat;13;;N;HEIGHT;4;5;Onder constructie;;;;Antwerpen;2060106;SDU;0;1;0;1;Site Survey;;151681;211168;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971796;14151266;;Site Survey;BL1112;;Vorstermanstraat;1;;Y;NA;3;2;_;;;;Antwerpen;971796;SDU;1;0;0;1;Site Survey;;151697;211253;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;1899341;33498382;;Site Survey;BL1118;;Gijzelaarsstraat;48;;Y;NA;3;5;_;;;;Antwerpen;1899341;MDU;0;8;0;8;Site Survey;;151372;210734;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;;7/05/2020
ANTWERPEN-WEST - FH11;2060110;682371;;Site Survey;BL1113;;Verlatstraat;19;;Y;NA;4;3;_;;;;Antwerpen;2060110;SDU;0;1;0;1;Site Survey;;151705;211151;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971797;725888;;Site Survey;BL1112;;Vorstermanstraat;11;;Y;NA;3;4;_;;;;Antwerpen;971797;MDU;0;7;1;8;Site Survey;;151738;211217;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;1990351;33498423;;Site Survey;BL1110;;Leuvenstraat;9;;N;IRREG;4;6;_;;;;Antwerpen;1990351;MDU;0;5;0;5;Site Survey;;151518;211343;;;;;Hidde Kiekens;BUILDING template;;;;;;;;;Leuvenstraat 1-3-5-7-9;6/05/2020
ANTWERPEN-WEST - FH11;NB-200063ae379;;;Site Survey;;;Vorstermanstraat;6;;N;ORN;;5;_;;;;Antwerpen;NB-200063ae379;MDU;2;6;1;9;Site Survey;;151690;211227;12/05/2020;;;;Maayken Vanfleteren;BUILDING template;03 beheer;;;;;12/05/2020;;;;
ANTWERPEN-WEST - FH11;2060111;14151234;;Site Survey;BL1114;;Verlatstraat;20;;Y;NA;3;3;Andere bekabeling loopt via doorboring van balkon;;;;Antwerpen;2060111;SDU;1;0;0;1;Site Survey;;151679;211106;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971798;725889;;Site Survey;BL1113;;Vorstermanstraat;20;;Y;NA;4;3;_;;;;Antwerpen;971798;MDU;0;3;0;3;Site Survey;;151753;211169;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2023816;33498451;;Site Survey;BL1114;;Museumstraat;11;A;N;ORN;4;5;_;;;;Antwerpen;2023816;MDU;1;0;0;1;Site Survey;;151632;211121;;;;;Maayken Vanfleteren;BUILDING template;Fidimco;;;;32312617;14/05/2020;;;Museumstraat 11-11A-11B;14/05/2020
ANTWERPEN-WEST - FH11;2060116;682373;;Site Survey;BL1114;;Verlatstraat;24;;Y;NA;4;4;_;;;;Antwerpen;2060116;SDU;0;1;0;1;Site Survey;;151706;211111;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971799;725890;;Site Survey;BL1112;;Scheldestraat;38;;Y;NA;3;4;_;;;;Antwerpen;971799;MDU;1;2;0;3;Site Survey;;151750;211337;;;;;Geert Stockman;BUILDING template;;;;;;;;;;1/05/2020
ANTWERPEN-WEST - FH11;2023819;33498452;;Site Survey;BL1114;;Museumstraat;11;B;N;ORN;4;5;_;;;;Antwerpen;2023819;MDU;1;0;0;1;Site Survey;;151637;211121;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;Museumstraat 11-11A-11B;14/05/2020
ANTWERPEN-WEST - FH11;2060118;682374;;Site Survey;BL1114;;Verlatstraat;26;;Y;NA;4;4;_;;;;Antwerpen;2060118;SDU;0;1;0;1;Site Survey;;151711;211108;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971800;725891;;Site Survey;BL1113;;Vlaamsekaai;17;;Y;NA;4;4;_;;;;Antwerpen;971800;MDU;1;0;0;1;Site Survey;;151673;211239;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2023829;33498453;;Site Survey;BL1115;;Museumstraat;12;A;Y;NA;6;6;_;;;;Antwerpen;2023829;MDU;1;0;1;2;Site Survey;;151605;211095;;;;;Hidde Kiekens;BUILDING template;Syncura;;;;;6/05/2020;;;Museumstraat 12-12A-12B-12C-12D-14-14A;6/05/2020
ANTWERPEN-WEST - FH11;NB-200035A7f27;;;Site Survey;;;Waalsekaai;35;A;N;IRREG;;7;_;;;;Antwerpen;NB-200035A7f27;MDU;2;0;5;7;Site Survey;;151404;211086;15/05/2020;;;;Maayken Vanfleteren;BUILDING template;FOD Justitie;;;;;15/05/2020;tom.hoorens@just.fgov.be;;Cockerillkaai 39_Waalse Kaai 35A;
ANTWERPEN-WEST - FH11;2060119;682375;;Site Survey;BL1114;;Verlatstraat;28;;Y;NA;4;3;_;;;;Antwerpen;2060119;MDU;0;3;0;3;Site Survey;;151715;211104;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;14/05/2020
ANTWERPEN-WEST - FH11;971801;725892;;Site Survey;BL1117;;Vlaamsekaai;63;;N;IRREG;4;6;_;;;;Antwerpen;971801;MDU;1;0;0;1;Site Survey;;151453;210933;;;;;Geert Stockman;BUILDING template;;;;;;;;;Verschansingstraat 52-54-56_Gillisplaats 2_Vlaamse Kaai 63;11/05/2020
ANTWERPEN-WEST - FH11;2023832;33498455;;Site Survey;BL1115;;Museumstraat;12;B;Y;NA;6;6;_;;;;Antwerpen;2023832;MDU;1;0;1;2;Site Survey;;151610;211095;;;;;Hidde Kiekens;BUILDING template;Syncura;;;;;6/05/2020;;;Museumstraat 12-12A-12B-12C-12D-14-14A;6/05/2020
ANTWERPEN-WEST - FH11;2060120;14151235;;Site Survey;BL1113;;Verlatstraat;29;;Y;NA;4;3;_;;;;Antwerpen;2060120;MDU;1;2;0;3;Site Survey;;151731;211140;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;971802;14151267;;Site Survey;BL1113;;Vlaamsekaai;26;;N;IRREG;4;6;_;;;;Antwerpen;971802;MDU;1;4;1;6;Site Survey;;151638;211195;;;;;Maayken Vanfleteren;BUILDING template;;;;;;;;;;12/05/2020
ANTWERPEN-WEST - FH11;2023837;33498454;;Site Survey;BL1115;;Museumstraat;12;C;Y;NA;6;6;_;;;;Antwerpen;2023837;MDU;1;0;1;2;Site Survey;;151610;211095;;;;;Hidde Kiekens;BUILDING template;Syncura;;;;;6/05/2020;;;Museumstraat 12-12A-12B-12C-12D-14-14A;6/05/2020
