File SSV Action;File SSV Status;File SSV Error;Area Type;Area FID;Area Version;Area Name;Zoning FID;Zoning Version;Zoning Name;Zoning Id;Zoning Tech;BG Id;BG Version;BG Name;BG SSV Action;BG SSV Status;BG SSV Error;BG Building SSV Action;BG Building SSV Status;BG Building SSV Error;Building FID;Building Version;LAM MK;LAM City Code;LAM Street Code;Street;Nr;Suffix;Zip;Municipality;Suburb;xPos;yPos;Name;Wall Mount;SS Reason;Number Floors;Height Cable;Orig VC Type;New VC Type;VC Method;Intro Tube;Prov Status;Prov Reason;Prov Planned;Prov Mod By;Prov Mod Date;Comments;SSV Flag;SSV Action;SSV Status;SSV Error;SSV Date;Seq;LU Key;LAM SK;Nature;Nr TPs;PBox;App;Block;Floor;;PBox;App;Block;Floor;OtherRef;CAD;CAD Details;CAD Type;CAD Type Descr;CAD SubType;Prov Status LU;Prov Reason LU;Prov Planned LU;Prov Mod By LU;Prov Mod Date LU;Comments LU;SSV Flag LU;SSV Action LU;SSV Status LU;SSV Error LU;SSV Date LU;planrrr_bid;planrrr_uid
46;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196745;'20200224131433;1905662;'1630000;'10177;Godefriduskaai;'58;';2000;Antwerpen;;'152967,408;'213115,832;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11077096;;LU;1;'1;'101;';'1;MDU;1;101;;1;;;;;;;;;;;;;N;MODIFY;;;';1905662;11077096
47;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196745;'20200224131433;1905662;'1630000;'10177;Godefriduskaai;'58;';2000;Antwerpen;;'152967,408;'213115,832;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077097;;LU;1;'2;'201;';'2;MDU;2;201;;2;;;;;;;;;;;;;N;MODIFY;;;';1905662;11077097
48;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196745;'20200224131433;1905662;'1630000;'10177;Godefriduskaai;'58;';2000;Antwerpen;;'152967,408;'213115,832;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'301;'301;';'3;MDU;301;301;;3;;;;;;;;;;;;;N;NEW;;;';1905662;
49;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196745;'20200224131433;1905662;'1630000;'10177;Godefriduskaai;'58;';2000;Antwerpen;;'152967,408;'213115,832;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;LU;1;'401;'401;';'4;MDU;401;401;;4;;;;;;;;;;;;;N;NEW;;;';1905662;
50;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196745;'20200224131433;1905662;'1630000;'10177;Godefriduskaai;'58;';2000;Antwerpen;;'152967,408;'213115,832;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;;;;;;;;;;;;N;NEW;;;';1905662;
51;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093727;'20191004142330;59299;'1630000;'10177;Godefriduskaai;'2;';2000;Antwerpen;;'152572,668;'213105,412;;Y;NA;1;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';3;10414947;;BU;1;';';';';;;;;;;Y;#HA.GV/GV/K0/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;COMM;;;;;;;N;KEEP;;;';59299;10414947
52;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093693;'20200211114542;3954604;'1630000;'11407;Hanzestedenplaats;'1;';2000;Antwerpen;;'152509,805;'213215,1;;N;ORN;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;10366608;;BU;1;'1;'1;';'0;;1;1;;0;;Y;;CULT;CULTUREEL GEBOUW - BATIMENT CULTURELLE;NA;;;;;;;N;MODIFY;;;';3954604;10366608
53;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093693;'20200211114542;3954604;'1630000;'11407;Hanzestedenplaats;'1;';2000;Antwerpen;;'152509,805;'213215,1;;N;ORN;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;11078122;;SU;1;'SU1;'SU1;';'0;;SU1;SU1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';3954604;11078122
54;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093693;'20200211114542;3954604;'1630000;'11407;Hanzestedenplaats;'1;';2000;Antwerpen;;'152509,805;'213215,1;;N;ORN;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';3;11139741;;SU;1;'SU2;'SU2;';'0;;SU2;SU2;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';3954604;11139741
55;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;7093693;'20200211114542;3954604;'1630000;'11407;Hanzestedenplaats;'1;';2000;Antwerpen;;'152509,805;'213215,1;;N;ORN;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';4;11139742;;BU;1;';';';';;;;;;;Y;;;;NA;;;;;;;N;DELETE;;;';3954604;11139742
56;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196742;'20200224131540;4042596;'1630000;'11407;Hanzestedenplaats;'5;';2000;Antwerpen;;'152509,54;'213231,364;;N;IRREG;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;11077087;;BU;1;'1;'1;';'0;;1;1;;0;;;;;;;;;;;;;N;MODIFY;;;';4042596;11077087
57;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196742;'20200224131540;4042596;'1630000;'11407;Hanzestedenplaats;'5;';2000;Antwerpen;;'152509,54;'213231,364;;N;IRREG;13;4;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';;;;SU;1;'SU1;'SU1;';'0;;SU1;SU1;;0;;;;;;;;;;;;;N;NEW;;;';4042596;
58;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13318871;'20200211114550;1933982;'1630000;'11407;Hanzestedenplaats;'3;';2000;Antwerpen;;'152510,069;'213222,798;;N;IRREG;1;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11136091;;BU;1;';';';';;;;;;;;;;;;;;;SSV_IMPORT;'2/07/2019 12:30;;N;KEEP;;;';1933982;11136091
59;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13451747;'20200207150305;3959497;'1630000;'11407;Hanzestedenplaats;'15;';2000;Antwerpen;;'152554,105;'213213,937;;N;ORN;1;0;Unknown;Fiber;;None;;;;;;;Y;MODIFY;;;';1;11139745;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';3959497;11139745
60;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13451536;'20200207150130;6590994;'1630000;'11407;Hanzestedenplaats;'7;';2000;Antwerpen;;'152574,172;'213252,49;;N;ORN;1;0;Unknown;Fiber;;None;;;;;;;Y;MODIFY;;;';1;11139743;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';6590994;11139743
61;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13451629;'20200207150233;6590995;'1630000;'11407;Hanzestedenplaats;'11;';2000;Antwerpen;;'152552,461;'213237,227;;N;ORN;1;0;Unknown;Fiber;;None;;;;;;;Y;MODIFY;;;';1;11139744;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';6590995;11139744
62;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13451773;'20200207150340;6590996;'1630000;'11407;Hanzestedenplaats;'19;';2000;Antwerpen;;'152554,5;'213188,41;;N;ORN;1;0;Unknown;Fiber;;None;;;;;;;Y;MODIFY;;;';1;11139746;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';6590996;11139746
63;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;13451789;'20200207150723;6590997;'1630000;'11407;Hanzestedenplaats;'23;';2000;Antwerpen;;'152555,882;'213164,133;;N;ORN;1;0;Unknown;Fiber;;None;;;;;;;Y;MODIFY;;;';1;11139747;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';6590997;11139747
64;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;659307;'20191225010042;1992482;'1630000;'1212;Catharina Pepijnstraat;'7;';2000;Antwerpen;;'152881,122;'213500,191;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1839107;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#A2;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1992482;1839107
65;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;659307;'20191225010042;1992482;'1630000;'1212;Catharina Pepijnstraat;'7;';2000;Antwerpen;;'152881,122;'213500,191;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;1839360;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#A3.4;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1992482;1839360
66;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1630965;;LU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630965
67;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;1630966;;LU;1;'2;'2;';'0;MDU;2;2;;0;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630966
68;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;1630967;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630967
69;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;1630968;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630968
70;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;1630969;;LU;1;'202;'202;';'2;MDU;202;202;;2;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630969
71;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;619287;'20191225010045;1506186;'1630000;'1212;Catharina Pepijnstraat;'11;';2000;Antwerpen;;'152888,121;'213494,294;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;1630970;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;COMM;HANDELSZAAK - COMMERCE;NA;;;;;;;N;MODIFY;;;';1506186;1630970
72;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;11196710;'20191225010043;1992486;'1630000;'1212;Catharina Pepijnstraat;'9;';2000;Antwerpen;;'152885,425;'213497,776;;Y;NA;2;4;Unknown;Unknown;;None;;;;;;;Y;MODIFY;;;';1;11076979;;BU;1;';';';';;;;;;;;;;;;;;;;;;N;KEEP;;;';1992486;11076979
73;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;14363348;'20191225010043;6463255;'1630000;'1212;Catharina Pepijnstraat;'3;'A;2000;Antwerpen;;'152871,522;'213503,193;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;11180590;;LU;1;'1;'101;';'1;MDU;1;101;;1;;;;;;;;;;;;;N;MODIFY;;;';6463255;11180590
74;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;14363348;'20191225010043;6463255;'1630000;'1212;Catharina Pepijnstraat;'3;'A;2000;Antwerpen;;'152871,522;'213503,193;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11180591;;LU;1;'11;'201;';'2;MDU;11;201;;2;;;;;;;;;;;;;N;MODIFY;;;';6463255;11180591
75;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';1;1689439;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#A2/2.1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';12721;1689439
76;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';2;1689444;;BU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#A2/2.2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';12721;1689444
77;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';6;1691311;;BU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#BU.GV/KANTOOR1.2-BUREAU1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';12721;1691311
78;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';7;1691335;;BU;1;'301;'301;';'3;MDU;301;301;;3;;Y;#BU1/KANTOOR3-BUREAU2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';12721;1691335
79;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';;;;BU;1;'302;'302;';'3;MDU;302;302;;3;;;;;;;;;;;;;N;NEW;;;';12721;
80;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';;;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;;;;;;;;;;;;N;NEW;;;';12721;
81;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;615435;'20200224131655;12721;'1630000;'13827;Indiestraat;'2;';2000;Antwerpen;;'152845,146;'213823,418;;Y;NA;4;12;Unknown;Unknown;C - Precabled ONTP;None;;;;;;;Y;MODIFY;;;';;;;SU;1;'SU2;'SU2;';'0;MDU;SU2;SU2;;0;;;;;;;;;;;;;N;NEW;;;';12721;
82;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;1724058;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;#HA.GV/I-COM/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1949119;1724058
83;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1723459;;LU;1;'101;'101;';'1;MDU;101;101;;1;;Y;#A1/I1/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1949119;1723459
84;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;1723618;;LU;1;'201;'201;';'2;MDU;201;201;;2;;Y;#A2/I2/;APPART;DEEL_APP_GEBOUW - PARTIE_IMMEUBLE_APP;APPART;;;;;;;N;MODIFY;;;';1949119;1723618
85;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077173;;LU;1;'301;'301;';'3;MDU;301;301;;3;;Y;;;;APPART;;;;;;;N;MODIFY;;;';1949119;11077173
86;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';5;11077174;;LU;1;'401;'401;';'4;MDU;401;401;;4;;Y;;;;APPART;;;;;;;N;MODIFY;;;';1949119;11077174
87;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';7;11077176;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;Y;;;;APPART;;;;;;;N;MODIFY;;;';1949119;11077176
88;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650646;'20190917130846;1949119;'1630000;'13827;Indiestraat;'26;';2000;Antwerpen;;'152993,26;'213821,91;;N;IRREG;5;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';6;11077175;;LU;1;';';';';MDU;;;;;;Y;;;;APPART;;;;;;;N;DELETE;;;';1949119;11077175
89;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650647;'20190705082359;1949129;'1630000;'13827;Indiestraat;'28;';2000;Antwerpen;;'153005,433;'213820,221;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1732885;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;OFFICE;KANTOORGEBOUW - BATIMENT DE BUREAU;NA;;;;;;;N;MODIFY;;;';1949129;1732885
90;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650647;'20190705082359;1949129;'1630000;'13827;Indiestraat;'28;';2000;Antwerpen;;'153005,433;'213820,221;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';2;11077177;;BU;1;'101;'101;';'1;MDU;101;101;;1;;Y;;;;NA;;;;;;;N;MODIFY;;;';1949129;11077177
91;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650647;'20190705082359;1949129;'1630000;'13827;Indiestraat;'28;';2000;Antwerpen;;'153005,433;'213820,221;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';3;11077178;;BU;1;'201;'201;';'2;MDU;201;201;;2;;Y;;;;NA;;;;;;;N;MODIFY;;;';1949129;11077178
92;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650647;'20190705082359;1949129;'1630000;'13827;Indiestraat;'28;';2000;Antwerpen;;'153005,433;'213820,221;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';4;11077179;;SU;1;'SU1;'SU1;';'0;MDU;SU1;SU1;;0;;Y;;;;NA;;;;;;;N;MODIFY;;;';1949129;11077179
93;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650647;'20190705082359;1949129;'1630000;'13827;Indiestraat;'28;';2000;Antwerpen;;'153005,433;'213820,221;;Y;NA;4;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';;;;SU;1;'SU2;'SU2;';'0;MDU;SU2;SU2;;0;;;;;;;;;;;;;N;NEW;;;';1949129;
94;;;Zoning;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;8105287;'20200129084255;W03-C-Antwerpen-West-FH01;19074;FTTH-Cu;;';';;;;;;;650648;'20190705082359;1949160;'1630000;'13827;Indiestraat;'30;';2000;Antwerpen;;'153021,046;'213820,24;;Y;NA;3;4;Unknown;Unknown;D - Facade Box;None;;;;;;;Y;MODIFY;;;';1;1745181;;BU;1;'1;'1;';'0;MDU;1;1;;0;;Y;;INDU;NIJVERHEIDSGEBOUW - ENTREPRISE INDUSTRIELLE;NA;;;;;;;N;MODIFY;;;';1949160;1745181
